Freq(Hz),SPL_L(dB),Phase_L(degrees),SPL_R(dB),Phase_R(degrees)
16888.088,72.935,-32.154,62.826,-31.849
16888.424,72.937,-32.136,62.829,-31.871
16888.760,72.941,-32.130,62.830,-31.908
16889.098,72.944,-32.138,62.827,-31.946
16889.434,72.946,-32.158,62.823,-31.970
16889.770,72.947,-32.183,62.818,-31.974
16890.105,72.946,-32.206,62.814,-31.961
16890.443,72.944,-32.223,62.813,-31.942
16890.779,72.941,-32.229,62.815,-31.929
16891.115,72.939,-32.224,62.817,-31.927
16891.453,72.938,-32.213,62.818,-31.932
16891.789,72.938,-32.203,62.819,-31.934
16892.125,72.940,-32.197,62.820,-31.929
16892.461,72.943,-32.201,62.823,-31.921
16892.799,72.945,-32.215,62.827,-31.919
16893.135,72.946,-32.234,62.832,-31.934
16893.471,72.946,-32.253,62.835,-31.965
16893.807,72.945,-32.266,62.835,-32.004
16894.145,72.943,-32.272,62.831,-32.034
16894.480,72.942,-32.270,62.825,-32.039
16894.816,72.942,-32.267,62.820,-32.017
16895.152,72.944,-32.266,62.818,-31.980
16895.490,72.946,-32.274,62.821,-31.946
16895.826,72.947,-32.291,62.825,-31.932
16896.162,72.948,-32.314,62.828,-31.942
16896.498,72.946,-32.337,62.829,-31.964
16896.836,72.944,-32.353,62.827,-31.981
16897.172,72.940,-32.360,62.823,-31.978
16897.508,72.938,-32.355,62.820,-31.956
16897.846,72.936,-32.341,62.821,-31.927
16898.182,72.935,-32.324,62.825,-31.913
16898.518,72.937,-32.309,62.831,-31.927
16898.854,72.939,-32.298,62.834,-31.970
16899.191,72.942,-32.295,62.832,-32.024
16899.527,72.946,-32.300,62.826,-32.066
16899.863,72.948,-32.312,62.817,-32.077
16900.199,72.951,-32.329,62.810,-32.053
16900.537,72.952,-32.348,62.806,-32.008
16900.873,72.951,-32.365,62.808,-31.963
16901.209,72.950,-32.375,62.814,-31.940
16901.545,72.949,-32.376,62.822,-31.947
16901.883,72.948,-32.368,62.827,-31.981
16902.219,72.948,-32.353,62.829,-32.027
16902.555,72.951,-32.340,62.827,-32.066
16902.893,72.955,-32.335,62.824,-32.089
16903.229,72.959,-32.346,62.821,-32.094
16903.564,72.962,-32.372,62.819,-32.088
16903.900,72.963,-32.406,62.820,-32.082
16904.238,72.960,-32.439,62.821,-32.083
16904.574,72.955,-32.457,62.823,-32.093
16904.910,72.950,-32.455,62.824,-32.110
16905.246,72.945,-32.433,62.824,-32.127
16905.584,72.943,-32.400,62.822,-32.140
16905.920,72.944,-32.369,62.821,-32.146
16906.256,72.948,-32.351,62.819,-32.146
16906.592,72.951,-32.351,62.818,-32.142
16906.930,72.954,-32.366,62.818,-32.138
16907.266,72.954,-32.387,62.818,-32.137
16907.602,72.952,-32.403,62.818,-32.139
16907.939,72.950,-32.408,62.817,-32.141
16908.275,72.948,-32.402,62.816,-32.139
16908.611,72.948,-32.391,62.815,-32.131
16908.947,72.950,-32.387,62.815,-32.119
16909.285,72.953,-32.395,62.816,-32.107
16909.621,72.955,-32.417,62.818,-32.101
16909.957,72.955,-32.447,62.821,-32.107
16910.293,72.953,-32.475,62.823,-32.124
16910.631,72.950,-32.493,62.823,-32.147
16910.967,72.946,-32.496,62.821,-32.166
16911.303,72.943,-32.487,62.818,-32.174
16911.639,72.943,-32.473,62.815,-32.168
16911.977,72.944,-32.462,62.815,-32.154
16912.312,72.946,-32.461,62.816,-32.144
16912.648,72.948,-32.469,62.819,-32.144
16912.984,72.949,-32.483,62.821,-32.159
16913.322,72.949,-32.497,62.822,-32.182
16913.658,72.948,-32.504,62.820,-32.203
16913.994,72.947,-32.504,62.818,-32.213
16914.332,72.947,-32.501,62.816,-32.209
16914.668,72.949,-32.500,62.815,-32.198
16915.004,72.951,-32.506,62.816,-32.188
16915.340,72.952,-32.519,62.818,-32.186
16915.678,72.953,-32.539,62.820,-32.194
16916.014,72.952,-32.559,62.820,-32.204
16916.350,72.950,-32.574,62.820,-32.208
16916.686,72.948,-32.581,62.820,-32.205
16917.023,72.946,-32.581,62.821,-32.198
16917.359,72.944,-32.575,62.824,-32.197
16917.695,72.944,-32.570,62.828,-32.212
16918.031,72.945,-32.566,62.829,-32.242
16918.369,72.945,-32.567,62.828,-32.276
16918.705,72.946,-32.570,62.823,-32.298
16919.041,72.946,-32.573,62.817,-32.296
16919.379,72.947,-32.575,62.813,-32.269
16919.715,72.947,-32.575,62.813,-32.232
16920.051,72.948,-32.576,62.817,-32.206
16920.387,72.950,-32.580,62.823,-32.207
16920.725,72.951,-32.588,62.827,-32.238
16921.061,72.952,-32.601,62.827,-32.284
16921.396,72.953,-32.616,62.823,-32.322
16921.732,72.952,-32.630,62.816,-32.333
16922.070,72.951,-32.638,62.809,-32.311
16922.406,72.949,-32.640,62.807,-32.270
16922.742,72.948,-32.636,62.810,-32.230
16923.078,72.947,-32.628,62.816,-32.212
16923.416,72.947,-32.619,62.822,-32.224
16923.752,72.948,-32.615,62.826,-32.258
16924.088,72.949,-32.615,62.827,-32.297
16924.426,72.950,-32.620,62.824,-32.324
16924.762,72.950,-32.626,62.821,-32.332
16925.098,72.949,-32.631,62.819,-32.325
16925.434,72.947,-32.631,62.819,-32.313
16925.771,72.946,-32.627,62.820,-32.307
16926.107,72.946,-32.619,62.821,-32.308
16926.443,72.946,-32.611,62.822,-32.313
16926.779,72.947,-32.606,62.822,-32.313
16927.117,72.948,-32.607,62.822,-32.307
16927.453,72.949,-32.615,62.824,-32.300
16927.789,72.950,-32.628,62.827,-32.302
16928.125,72.949,-32.642,62.831,-32.321
16928.463,72.949,-32.656,62.833,-32.358
16928.799,72.947,-32.668,62.831,-32.402
16929.135,72.946,-32.679,62.825,-32.436
16929.473,72.944,-32.688,62.817,-32.446
16929.809,72.942,-32.696,62.810,-32.428
16930.145,72.940,-32.702,62.807,-32.389
16930.480,72.938,-32.704,62.808,-32.347
16930.818,72.936,-32.700,62.813,-32.323
16931.154,72.935,-32.691,62.820,-32.329
16931.490,72.935,-32.679,62.826,-32.364
16931.826,72.937,-32.670,62.829,-32.418
16932.164,72.940,-32.670,62.828,-32.473
16932.500,72.943,-32.683,62.823,-32.515
16932.836,72.945,-32.708,62.818,-32.537
16933.172,72.945,-32.739,62.813,-32.540
16933.510,72.944,-32.766,62.810,-32.531
16933.846,72.940,-32.781,62.809,-32.520
16934.182,72.937,-32.778,62.810,-32.514
16934.520,72.935,-32.761,62.811,-32.515
16934.855,72.936,-32.738,62.811,-32.518
16935.191,72.940,-32.723,62.811,-32.519
16935.527,72.946,-32.725,62.809,-32.511
16935.865,72.952,-32.749,62.808,-32.490
16936.201,72.955,-32.791,62.809,-32.461
16936.537,72.956,-32.840,62.812,-32.431
16936.873,72.953,-32.883,62.817,-32.410
16937.211,72.948,-32.910,62.823,-32.404
16937.547,72.942,-32.915,62.828,-32.416
16937.883,72.938,-32.902,62.830,-32.440
16938.219,72.935,-32.879,62.830,-32.464
16938.557,72.936,-32.856,62.827,-32.478
16938.893,72.937,-32.838,62.823,-32.474
16939.229,72.940,-32.830,62.820,-32.455
16939.564,72.942,-32.829,62.820,-32.431
16939.902,72.944,-32.833,62.822,-32.414
16940.238,72.946,-32.838,62.826,-32.415
16940.574,72.947,-32.846,62.829,-32.435
16940.912,72.948,-32.855,62.829,-32.468
16941.248,72.949,-32.865,62.828,-32.502
16941.584,72.949,-32.878,62.824,-32.528
16941.920,72.948,-32.888,62.820,-32.541
16942.258,72.946,-32.894,62.816,-32.542
16942.594,72.944,-32.892,62.815,-32.540
16942.930,72.943,-32.885,62.815,-32.541
16943.266,72.943,-32.874,62.815,-32.548
16943.604,72.943,-32.865,62.815,-32.559
16943.939,72.944,-32.862,62.815,-32.571
16944.275,72.946,-32.866,62.815,-32.581
16944.611,72.946,-32.876,62.815,-32.587
16944.949,72.946,-32.887,62.816,-32.593
16945.285,72.945,-32.896,62.817,-32.599
16945.621,72.944,-32.902,62.818,-32.607
16945.959,72.943,-32.903,62.818,-32.614
16946.295,72.942,-32.904,62.818,-32.616
16946.631,72.942,-32.905,62.817,-32.611
16946.967,72.941,-32.907,62.818,-32.601
16947.305,72.941,-32.910,62.820,-32.590
16947.641,72.940,-32.909,62.822,-32.584
16947.977,72.939,-32.904,62.825,-32.588
16948.312,72.940,-32.895,62.827,-32.600
16948.650,72.942,-32.888,62.827,-32.615
16948.986,72.945,-32.888,62.826,-32.625
16949.322,72.948,-32.898,62.823,-32.625
16949.658,72.950,-32.920,62.822,-32.615
16949.996,72.951,-32.948,62.821,-32.600
16950.332,72.949,-32.974,62.822,-32.589
16950.668,72.946,-32.990,62.824,-32.587
16951.006,72.943,-32.991,62.826,-32.597
16951.342,72.940,-32.976,62.827,-32.616
16951.678,72.940,-32.953,62.826,-32.637
16952.014,72.942,-32.932,62.823,-32.653
16952.352,72.945,-32.921,62.820,-32.661
16952.688,72.950,-32.927,62.818,-32.660
16953.023,72.953,-32.947,62.816,-32.654
16953.359,72.955,-32.975,62.815,-32.647
16953.697,72.954,-33.003,62.816,-32.644
16954.033,72.951,-33.023,62.816,-32.644
16954.369,72.948,-33.031,62.817,-32.647
16954.705,72.946,-33.028,62.817,-32.650
16955.043,72.945,-33.021,62.818,-32.651
16955.379,72.945,-33.015,62.819,-32.653
16955.715,72.946,-33.017,62.820,-32.656
16956.051,72.947,-33.026,62.822,-32.663
16956.389,72.947,-33.040,62.824,-32.676
16956.725,72.945,-33.053,62.826,-32.695
16957.061,72.943,-33.059,62.826,-32.716
16957.398,72.941,-33.055,62.826,-32.737
16957.734,72.939,-33.042,62.825,-32.756
16958.070,72.940,-33.024,62.824,-32.770
16958.406,72.942,-33.009,62.822,-32.782
16958.744,72.946,-33.004,62.820,-32.791
16959.080,72.950,-33.013,62.819,-32.797
16959.416,72.954,-33.037,62.817,-32.799
16959.752,72.955,-33.069,62.816,-32.797
16960.090,72.954,-33.102,62.815,-32.789
16960.426,72.951,-33.126,62.815,-32.780
16960.762,72.947,-33.135,62.817,-32.773
16961.098,72.943,-33.128,62.819,-32.774
16961.436,72.941,-33.108,62.821,-32.783
16961.771,72.940,-33.085,62.822,-32.797
16962.107,72.942,-33.065,62.821,-32.808
16962.445,72.945,-33.056,62.820,-32.809
16962.781,72.948,-33.059,62.819,-32.797
16963.117,72.951,-33.073,62.820,-32.778
16963.453,72.951,-33.092,62.824,-32.761
16963.791,72.951,-33.111,62.829,-32.758
16964.127,72.950,-33.127,62.833,-32.776
16964.463,72.948,-33.138,62.836,-32.809
16964.799,72.947,-33.146,62.835,-32.844
16965.137,72.945,-33.153,62.830,-32.867
16965.473,72.944,-33.159,62.825,-32.866
16965.809,72.942,-33.163,62.821,-32.843
16966.145,72.940,-33.165,62.820,-32.811
16966.482,72.939,-33.163,62.822,-32.786
16966.818,72.939,-33.158,62.825,-32.780
16967.154,72.939,-33.154,62.828,-32.796
16967.492,72.941,-33.152,62.827,-32.821
16967.828,72.942,-33.155,62.824,-32.839
16968.164,72.944,-33.163,62.819,-32.839
16968.500,72.945,-33.174,62.816,-32.820
16968.838,72.946,-33.184,62.816,-32.795
16969.174,72.947,-33.192,62.819,-32.780
16969.510,72.948,-33.197,62.823,-32.788
16969.846,72.949,-33.202,62.826,-32.820
16970.184,72.950,-33.210,62.826,-32.862
16970.520,72.951,-33.221,62.822,-32.895
16970.855,72.951,-33.234,62.817,-32.908
16971.191,72.950,-33.244,62.813,-32.899
16971.529,72.948,-33.246,62.812,-32.879
16971.865,72.945,-33.235,62.815,-32.867
16972.201,72.944,-33.215,62.819,-32.874
16972.539,72.945,-33.191,62.822,-32.900
16972.875,72.948,-33.174,62.822,-32.932
16973.211,72.952,-33.172,62.819,-32.954
16973.547,72.956,-33.187,62.815,-32.954
16973.885,72.957,-33.216,62.814,-32.935
16974.221,72.955,-33.246,62.816,-32.909
16974.557,72.950,-33.266,62.821,-32.897
16974.893,72.945,-33.268,62.827,-32.910
16975.230,72.939,-33.249,62.831,-32.948
16975.566,72.937,-33.217,62.831,-32.996
16975.902,72.937,-33.183,62.827,-33.034
16976.238,72.941,-33.161,62.820,-33.045
16976.576,72.946,-33.160,62.813,-33.026
16976.912,72.950,-33.180,62.810,-32.985
16977.248,72.953,-33.215,62.811,-32.941
16977.586,72.952,-33.256,62.816,-32.912
16977.922,72.950,-33.290,62.822,-32.909
16978.258,72.945,-33.312,62.827,-32.929
16978.594,72.941,-33.318,62.829,-32.962
16978.932,72.937,-33.312,62.828,-32.996
16979.268,72.936,-33.299,62.825,-33.019
16979.604,72.936,-33.284,62.821,-33.028
16979.939,72.938,-33.274,62.818,-33.024
16980.277,72.940,-33.272,62.816,-33.015
16980.613,72.943,-33.279,62.816,-33.006
16980.949,72.946,-33.294,62.817,-33.002
16981.285,72.948,-33.315,62.817,-33.004
16981.623,72.948,-33.337,62.818,-33.008
16981.959,72.947,-33.356,62.818,-33.012
16982.295,72.945,-33.368,62.818,-33.014
16982.631,72.943,-33.370,62.819,-33.012
16982.969,72.942,-33.364,62.820,-33.010
16983.305,72.941,-33.354,62.822,-33.010
16983.641,72.942,-33.346,62.825,-33.017
16983.979,72.944,-33.343,62.827,-33.034
16984.314,72.945,-33.347,62.829,-33.057
16984.650,72.946,-33.355,62.828,-33.082
16984.986,72.947,-33.362,62.826,-33.101
16985.324,72.946,-33.365,62.823,-33.108
16985.660,72.946,-33.363,62.821,-33.103
16985.996,72.948,-33.359,62.820,-33.090
16986.332,72.950,-33.360,62.821,-33.079
16986.670,72.953,-33.371,62.823,-33.078
16987.006,72.955,-33.394,62.826,-33.090
16987.342,72.955,-33.424,62.827,-33.111
16987.678,72.953,-33.453,62.826,-33.135
16988.016,72.950,-33.470,62.823,-33.154
16988.352,72.945,-33.469,62.820,-33.162
16988.688,72.942,-33.451,62.818,-33.161
16989.025,72.942,-33.425,62.816,-33.155
16989.361,72.945,-33.403,62.816,-33.151
16989.697,72.950,-33.397,62.817,-33.153
16990.033,72.955,-33.411,62.817,-33.160
16990.371,72.959,-33.443,62.817,-33.171
16990.707,72.959,-33.483,62.817,-33.181
16991.043,72.957,-33.518,62.816,-33.188
16991.379,72.952,-33.538,62.815,-33.191
16991.717,72.947,-33.540,62.814,-33.193
16992.053,72.944,-33.525,62.813,-33.190
16992.389,72.942,-33.504,62.813,-33.182
16992.725,72.943,-33.485,62.813,-33.166
16993.062,72.945,-33.474,62.814,-33.144
16993.398,72.947,-33.475,62.818,-33.123
16993.734,72.948,-33.485,62.824,-33.112
16994.072,72.949,-33.500,62.831,-33.119
16994.408,72.948,-33.513,62.836,-33.146
16994.744,72.946,-33.523,62.839,-33.187
16995.080,72.944,-33.528,62.838,-33.228
16995.418,72.943,-33.529,62.834,-33.254
16995.754,72.942,-33.528,62.829,-33.257
16996.090,72.941,-33.527,62.825,-33.237
16996.426,72.941,-33.527,62.824,-33.206
16996.764,72.941,-33.531,62.826,-33.179
16997.100,72.941,-33.538,62.830,-33.168
16997.436,72.941,-33.550,62.833,-33.176
16997.771,72.940,-33.563,62.835,-33.197
16998.109,72.939,-33.575,62.833,-33.222
16998.445,72.937,-33.583,62.830,-33.238
16998.781,72.935,-33.584,62.825,-33.241
16999.117,72.934,-33.579,62.821,-33.231
16999.455,72.935,-33.572,62.818,-33.213
16999.791,72.936,-33.569,62.817,-33.193
17000.127,72.939,-33.576,62.816,-33.176
17000.465,72.941,-33.593,62.817,-33.163
17000.801,72.942,-33.616,62.819,-33.156
17001.137,72.941,-33.640,62.822,-33.158
17001.473,72.939,-33.655,62.824,-33.171
17001.811,72.936,-33.655,62.826,-33.195
17002.146,72.934,-33.641,62.827,-33.228
17002.482,72.934,-33.619,62.825,-33.263
17002.818,72.937,-33.598,62.822,-33.291
17003.156,72.941,-33.588,62.817,-33.303
17003.492,72.946,-33.592,62.812,-33.299
17003.828,72.949,-33.607,62.810,-33.283
17004.164,72.951,-33.627,62.810,-33.264
17004.502,72.951,-33.644,62.813,-33.253
17004.838,72.950,-33.652,62.816,-33.254
17005.174,72.949,-33.650,62.819,-33.268
17005.512,72.949,-33.642,62.820,-33.287
17005.848,72.951,-33.636,62.819,-33.304
17006.184,72.952,-33.636,62.818,-33.311
17006.520,72.954,-33.643,62.818,-33.310
17006.857,72.954,-33.655,62.818,-33.303
17007.193,72.953,-33.665,62.820,-33.298
17007.529,72.952,-33.670,62.823,-33.300
17007.865,72.950,-33.669,62.825,-33.313
17008.203,72.950,-33.665,62.827,-33.333
17008.539,72.949,-33.662,62.827,-33.356
17008.875,72.950,-33.664,62.825,-33.376
17009.211,72.950,-33.671,62.823,-33.386
17009.549,72.950,-33.681,62.820,-33.384
17009.885,72.949,-33.692,62.818,-33.372
17010.221,72.948,-33.699,62.819,-33.356
17010.559,72.947,-33.705,62.821,-33.344
17010.895,72.946,-33.711,62.824,-33.343
17011.230,72.946,-33.720,62.828,-33.358
17011.566,72.946,-33.735,62.830,-33.386
17011.904,72.945,-33.752,62.830,-33.421
17012.240,72.943,-33.768,62.827,-33.452
17012.576,72.940,-33.777,62.822,-33.471
17012.912,72.937,-33.777,62.817,-33.471
17013.250,72.936,-33.770,62.813,-33.456
17013.586,72.935,-33.760,62.811,-33.433
17013.922,72.937,-33.752,62.811,-33.410
17014.258,72.938,-33.752,62.813,-33.394
17014.596,72.940,-33.758,62.815,-33.388
17014.932,72.942,-33.768,62.817,-33.388
17015.268,72.943,-33.777,62.818,-33.392
17015.605,72.943,-33.783,62.819,-33.396
17015.941,72.945,-33.787,62.820,-33.399
17016.277,72.947,-33.793,62.821,-33.406
17016.613,72.949,-33.807,62.822,-33.417
17016.951,72.951,-33.829,62.822,-33.432
17017.287,72.952,-33.857,62.821,-33.447
17017.623,72.950,-33.884,62.819,-33.457
17017.959,72.947,-33.901,62.816,-33.458
17018.297,72.943,-33.904,62.815,-33.449
17018.633,72.941,-33.892,62.814,-33.436
17018.969,72.940,-33.873,62.816,-33.425
17019.305,72.942,-33.857,62.819,-33.425
17019.643,72.945,-33.853,62.822,-33.439
17019.979,72.949,-33.865,62.824,-33.465
17020.314,72.950,-33.888,62.825,-33.498
17020.652,72.950,-33.915,62.823,-33.530
17020.988,72.947,-33.934,62.820,-33.554
17021.324,72.942,-33.938,62.816,-33.566
17021.660,72.939,-33.927,62.812,-33.564
17021.998,72.937,-33.904,62.810,-33.552
17022.334,72.937,-33.877,62.810,-33.536
17022.670,72.938,-33.855,62.811,-33.524
17023.006,72.941,-33.843,62.814,-33.522
17023.344,72.944,-33.840,62.817,-33.533
17023.680,72.947,-33.845,62.818,-33.552
17024.016,72.948,-33.855,62.818,-33.570
17024.352,72.949,-33.865,62.815,-33.578
17024.689,72.948,-33.875,62.813,-33.570
17025.025,72.948,-33.883,62.812,-33.546
17025.361,72.947,-33.889,62.814,-33.518
17025.697,72.945,-33.890,62.819,-33.501
17026.035,72.944,-33.887,62.826,-33.506
17026.371,72.943,-33.883,62.831,-33.536
17026.707,72.944,-33.878,62.834,-33.584
17027.045,72.944,-33.878,62.831,-33.633
17027.381,72.946,-33.886,62.825,-33.666
17027.717,72.946,-33.901,62.818,-33.673
17028.053,72.945,-33.919,62.812,-33.658
17028.391,72.943,-33.934,62.808,-33.630
17028.727,72.940,-33.940,62.806,-33.603
17029.062,72.937,-33.935,62.806,-33.584
17029.398,72.936,-33.921,62.806,-33.570
17029.736,72.937,-33.906,62.806,-33.555
17030.072,72.940,-33.898,62.806,-33.534
17030.408,72.944,-33.905,62.809,-33.513
17030.744,72.947,-33.926,62.815,-33.502
17031.082,72.949,-33.956,62.823,-33.517
17031.418,72.949,-33.987,62.830,-33.565
17031.754,72.947,-34.009,62.832,-33.638
17032.092,72.945,-34.020,62.828,-33.713
17032.428,72.943,-34.021,62.819,-33.762
17032.764,72.943,-34.019,62.808,-33.766
17033.100,72.944,-34.020,62.799,-33.725
17033.438,72.945,-34.027,62.797,-33.659
17033.773,72.944,-34.037,62.802,-33.599
17034.109,72.943,-34.046,62.812,-33.571
17034.445,72.941,-34.044,62.823,-33.585
17034.783,72.939,-34.031,62.830,-33.632
17035.119,72.938,-34.007,62.831,-33.687
17035.455,72.939,-33.980,62.828,-33.724
17035.791,72.943,-33.961,62.824,-33.734
17036.129,72.947,-33.955,62.821,-33.718
17036.465,72.952,-33.965,62.821,-33.695
17036.801,72.954,-33.986,62.824,-33.681
17037.139,72.955,-34.011,62.827,-33.684
17037.475,72.954,-34.033,62.828,-33.699
17037.811,72.951,-34.047,62.826,-33.712
17038.146,72.949,-34.054,62.822,-33.712
17038.484,72.946,-34.055,62.819,-33.695
17038.820,72.945,-34.054,62.818,-33.668
17039.156,72.943,-34.052,62.820,-33.645
17039.492,72.942,-34.050,62.822,-33.637
17039.830,72.941,-34.046,62.825,-33.649
17040.166,72.941,-34.041,62.825,-33.671
17040.502,72.941,-34.036,62.822,-33.694
17040.838,72.943,-34.036,62.818,-33.705
17041.176,72.945,-34.043,62.814,-33.703
17041.512,72.947,-34.059,62.812,-33.691
17041.848,72.948,-34.082,62.812,-33.679
17042.184,72.947,-34.105,62.813,-33.676
17042.521,72.945,-34.125,62.815,-33.686
17042.857,72.943,-34.135,62.816,-33.705
17043.193,72.940,-34.135,62.817,-33.729
17043.531,72.938,-34.128,62.816,-33.751
17043.867,72.938,-34.115,62.815,-33.768
17044.203,72.938,-34.102,62.815,-33.781
17044.539,72.939,-34.090,62.816,-33.792
17044.877,72.941,-34.080,62.817,-33.805
17045.213,72.944,-34.073,62.819,-33.822
17045.549,72.947,-34.072,62.820,-33.843
17045.885,72.951,-34.080,62.821,-33.867
17046.223,72.954,-34.100,62.822,-33.892
17046.559,72.957,-34.130,62.821,-33.914
17046.895,72.957,-34.168,62.819,-33.928
17047.230,72.955,-34.204,62.816,-33.930
17047.568,72.950,-34.230,62.815,-33.921
17047.904,72.945,-34.239,62.814,-33.902
17048.240,72.940,-34.234,62.816,-33.883
17048.578,72.938,-34.219,62.819,-33.871
17048.914,72.938,-34.206,62.823,-33.872
17049.250,72.939,-34.204,62.826,-33.886
17049.586,72.941,-34.216,62.826,-33.906
17049.924,72.941,-34.237,62.824,-33.921
17050.260,72.939,-34.257,62.821,-33.924
17050.596,72.937,-34.268,62.818,-33.911
17050.932,72.934,-34.265,62.816,-33.887
17051.270,72.933,-34.251,62.816,-33.862
17051.605,72.935,-34.236,62.818,-33.845
17051.941,72.939,-34.231,62.821,-33.841
17052.277,72.944,-34.244,62.823,-33.850
17052.615,72.947,-34.273,62.824,-33.864
17052.951,72.948,-34.308,62.823,-33.876
17053.287,72.946,-34.336,62.822,-33.883
17053.625,72.943,-34.347,62.821,-33.884
17053.961,72.941,-34.340,62.821,-33.885
17054.297,72.941,-34.323,62.822,-33.891
17054.633,72.943,-34.307,62.823,-33.904
17054.971,72.946,-34.304,62.824,-33.924
17055.307,72.950,-34.318,62.823,-33.947
17055.643,72.951,-34.342,62.822,-33.968
17055.979,72.949,-34.365,62.820,-33.985
17056.316,72.944,-34.373,62.818,-33.997
17056.652,72.940,-34.360,62.815,-34.003
17056.988,72.937,-34.329,62.813,-34.003
17057.324,72.937,-34.292,62.812,-33.997
17057.662,72.941,-34.264,62.812,-33.988
17057.998,72.945,-34.258,62.812,-33.979
17058.334,72.949,-34.275,62.815,-33.973
17058.672,72.951,-34.306,62.818,-33.977
17059.008,72.949,-34.337,62.820,-33.990
17059.344,72.944,-34.354,62.822,-34.011
17059.680,72.939,-34.350,62.823,-34.035
17060.018,72.935,-34.329,62.822,-34.057
17060.354,72.935,-34.300,62.820,-34.073
17060.689,72.937,-34.279,62.818,-34.084
17061.025,72.942,-34.274,62.816,-34.092
17061.363,72.947,-34.291,62.814,-34.099
17061.699,72.950,-34.323,62.812,-34.103
17062.035,72.950,-34.363,62.809,-34.103
17062.371,72.948,-34.398,62.805,-34.094
